94,3,event-IMP-relevance.png,Real world relevance?,,Null,27/28,p(43/44):1:3,Null
95,3,event-IMP-resources.png,Resources…,,Null,!9,n(17/18/19/20/21/22/23/24/25/26/27/28):1:2,Null
96,3,event-IMP-sick.png,Sick!,,Null,!1,n0:2:3,f1:1:1
97,3,event-IMP-sisterwedding.png,Sister's wedding,,Null,!1,n0:1:3,f1:1:1
98,3,event-IMP-statistics.png,Statistics!,,Null,!3,n(33/34/35/36):1:3&n(45/46):1:3,Null
99,3,event-IMP-supervisorsick.png,Supervisor got sick,,Null,!5,o0:2:4,Null
100,3,event-IMP-theory.png,Who needs theory?,,Null,!(15/16/31):>2:2,n(33/34/35/36/43/44):2:3,Null
101,3,event-IMP-tunnelvision.png,Tunnel vision,,Null,!7&!(43/44):>1:3,n0:1:3,Null
102,4,event-WRITE-UP-bibliography.png,Bibliography?,,Null,!14,n(47/48/49/54/55/57):1:4,Null
103,4,event-WRITE-UP-bluescreen.png,Bluescreen!,,Null,!6,n-0:3:4,Null
104,4,event-WRITE-UP-brotherswedding.png,Brother's wedding!,,Null,!1,n(47/48/49/54/55/57):1:4,f1:1:1
105,4,event-WRITE-UP-disagreement.png,Disagreement!,,Null,!(31&32),n(47/48/57):2:4,Null
106,4,event-WRITE-UP-distraction.png,Distraction!,,Null,!5,n-(47/48/49/54/55/57):2:4,n(47/48/49/54/55/57):1:4
107,4,event-WRITE-UP-distraction2.png,Distraction!,,Null,!5,n-(47/48/49/54/55/57):2:4,n(47/48/49/54/55/57):1:4
108,4,event-WRITE-UP-doesitwork.png,Does it work?,,Null,!53,n0:3:4,Null
109,4,event-WRITE-UP-dotoomuch.png,Tried to do too much?,,Null,!13&!56,n-(47/48/49/54/55/57):2:4,Null
110,4,event-WRITE-UP-ethics.png,Ethics!,,Null,!2,n0:4:4,Null
111,4,event-WRITE-UP-fitforpurpose.png,Fit for purpose?,,Null,!(11/12/32):>1,n-(47/48/49/54/55/57):2:4,Null
112,4,event-WRITE-UP-jargon.png,Jargon!,,Null,!58&!116,n-(54/55):2:4,Null
113,4,event-WRITE-UP-lostenthus.png,Lost enthusiasm,,Null,!58,n0:2:4,Null
114,4,event-WRITE-UP-lostvoice.png,Lost voice,,Null,!(43/44):>1,n-(49/54/55):2,Null
115,4,event-WRITE-UP-procrastinate.png,Procrastinate!,,Null,!5,n-(47/48/49/54/55/57):2:4,f5:1:1
116,4,event-WRITE-UP-proofreader.png,Proofreader,,TRUE,Null,p(54/55):1:4&i112:1:4,Null
117,4,event-WRITE-UP-references.png,References?,,Null,!14,n(47/48/49/54/55/57):1:4,Null
118,4,event-WRITE-UP-regurgitation.png,Regurgitation,,Null,!(33/34/35/36):>2,n-(47/48/49/54/55/57):3:4,Null
119,4,event-WRITE-UP-sick.png,Sick!,,Null,!1,n0:2:4,f1:1:1
120,4,event-WRITE-UP-sowhat.png,So what?,,Null,!31:>1,n-(47/48/49/54/55/57):2:4,Null
121,4,event-WRITE-UP-tunnelvision.png,Tunnel vision,,Null,!56,n(47/48/49/54/55/57):1:4,Null
122,4,event-WRITE-UP-uncriticalwriting.png,Uncritical writing!,,Null,!(15/16/31):>2,n-(47/48/49/54/55/57):2:4,Null
123,4,event-WRITE-UP-waffle.png,Waffle!,,Null,Null,n49:2:4,Null
